"BallotID","raiford"
"AB-0126+10425",1
"AB-0126+10453",0
"AB-0126+10481",0
"AB-0126+10587",1
"AB-0126+10655",0
"AB-0126+10661",0
"AB-0126+10671",1
"AB-0126+10699",1
"AB-0126+10703",1
"AB-0126+10769",1
"AB-0126+10781",1
"AB-0126+10799",0
"AB-0127+10007",1
"AB-0127+10015",0
"AB-0127+10019",1
"AB-0127+10083",1
"AB-0127+10153",1
"AB-0127+10167",0
"AB-0127+10193",1
"AB-0127+10245",0
"AB-0127+10279",1
"AB-0127+10293",1
"AB-0127+10381",1
"AB-0127+10385",1
"AB-0127+10417",1
"AB-0127+10421",0
"AB-0127+10441",1
"AB-0127+10451",0
"AB-0127+10465",1
"AB-0127+10569",0
"AB-0127+10587",1
"AB-0127+10591",1
"AB-0127+10623",0
"AB-0127+10631",1
"AB-0127+10673",1
"AB-0127+10677",1
"AB-0127+10681",1
"AB-0127+10689",1
"AB-0127+10691",1
"AB-0127+10695",1
"AB-0127+10719",1
"AB-0127+10751",0
"AB-0127+10779",0
"AB-0128+10005",1
"AB-0128+10021",0
"AB-0128+10037",0
"AB-0128+10149",1
"AB-0128+10163",1
"AB-0128+10255",1
"AB-0128+10393",1
"AB-0128+10415",1
"AB-0128+10425",1
"AB-0128+10471",1
"AB-0128+10475",0
"AB-0128+10701",1
"AB-0128+10723",1
"AB-0129+10011",1
"AB-0129+10013",1
"AB-0129+10021",1
"AB-0129+10035",1
"AB-0129+10037",1
"AB-0129+10083",1
"AB-0129+10089",1
"AB-0129+10091",1
"AB-0129+10117",1
"AB-0129+10135",1
"AB-0129+10171",1
"AB-0129+10173",1
"AB-0129+10185",0
"AB-0129+10217",1
"AB-0129+10219",1
"AB-0129+10221",1
"AB-0129+10237",0
"AB-0129+10253",1
"AB-0129+10257",0
"AB-0129+10259",0
"AB-0129+10271",1
"AB-0129+10289",1
"AB-0129+10303",1
"AB-0129+10323",1
"AB-0129+10341",1
"AB-0129+10359",1
"AB-0129+10361",1
"AB-0129+10371",1
"AB-0129+10377",1
"AB-0129+10441",1
"AB-0129+10443",1
"AB-0129+10455",1
"AB-0129+10457",1
"AB-0129+10459",1
"AB-0129+10463",0
"AB-0129+10503",1
"AB-0129+10517",1
"AB-0129+10531",0
"AB-0129+10547",1
"AB-0129+10549",1
"AB-0129+10593",1
"AB-0129+10603",0
"AB-0129+10615",0
"AB-0129+10653",1
"AB-0129+10681",0
"AB-0129+10687",0
"AB-0129+10749",0
"AB-0129+10753",1
"AB-0130+10109",1
"AB-0130+10129",0
"AB-0130+10169",1
"AB-0130+10185",1
"AB-0130+10191",1
"AB-0130+10231",0
"AB-0130+10341",1
"AB-0130+10403",1
"AB-0130+10537",1
"AB-0130+10543",0
"AB-0130+10589",1
"AB-0130+10637",1
"AB-0130+10655",0
"AB-0130+10677",0
"AB-0130+10687",1
"AB-0130+10703",1
"AB-0130+10737",1
"AB-0130+10761",1
"AB-0130+10767",1
"AB-0131+10021",1
"AB-0131+10025",1
"AB-0131+10053",1
"AB-0131+10141",1
"AB-0131+10165",0
"AB-0131+10177",0
"AB-0131+10191",0
"AB-0131+10193",1
"AB-0131+10223",1
"AB-0131+10247",1
"AB-0131+10273",1
"AB-0131+10281",1
"AB-0131+10283",1
"AB-0131+10293",1
"AB-0131+10341",1
"AB-0131+10395",1
"AB-0131+10451",1
"AB-0131+10453",1
"AB-0131+10497",1
"AB-0131+10527",1
"AB-0131+10547",0
"AB-0131+10577",0
"AB-0131+10593",1
"AB-0131+10617",1
"AB-0131+10701",1
"AB-0131+10709",1
"AB-0131+10715",1
"AB-0131+10737",1
"AB-0131+10743",1
"AB-0131+10759",1
"AB-0131+10765",1
"AB-0131+10781",1
"AB-0131+10791",1
"AB-0132+10015",1
"AB-0132+10059",1
"AB-0132+10065",1
"AB-0132+10081",1
"AB-0132+10111",1
"AB-0132+10113",1
"AB-0132+10133",1
"AB-0132+10145",1
"AB-0132+10151",0
"AB-0132+10155",0
"AB-0132+10157",1
"AB-0132+10159",1
"AB-0132+10161",1
"AB-0132+10169",1
"AB-0132+10179",0
"AB-0132+10181",1
"AB-0132+10189",1
"AB-0132+10201",1
"AB-0132+10205",0
"AB-0132+10213",1
"AB-0132+10215",0
"AB-0132+10219",1
"AB-0132+10235",1
"AB-0132+10247",1
"AB-0132+10285",1
"AB-0132+10343",1
"AB-0132+10371",1
"AB-0132+10433",1
"AB-0132+10441",1
"AB-0132+10447",1
"AB-0132+10451",1
"AB-0132+10503",1
"AB-0132+10519",1
"AB-0132+10555",1
"AB-0132+10571",1
"AB-0132+10589",0
"AB-0132+10627",1
"AB-0132+10629",1
"AB-0132+10631",1
"AB-0132+10643",1
"AB-0132+10647",1
"AB-0132+10651",1
"AB-0132+10663",1
"AB-0132+10675",1
"AB-0132+10677",1
"AB-0132+10709",1
"AB-0132+10717",0
"AB-0132+10721",1
"AB-0132+10743",1
"AB-0132+10753",1
"AB-0132+10789",1
"AB-0133+10077",1
"AB-0133+10137",1
"AB-0133+10175",1
"AB-0133+10183",1
"AB-0133+10187",1
"AB-0133+10189",1
"AB-0133+10227",1
"AB-0133+10241",1
"AB-0133+10271",1
"AB-0133+10273",1
"AB-0133+10277",0
"AB-0133+10281",0
"AB-0133+10291",1
"AB-0133+10299",1
"AB-0133+10333",1
"AB-0133+10455",1
"AB-0133+10459",0
"AB-0133+10463",1
"AB-0133+10481",1
"AB-0133+10485",1
"AB-0134+10019",1
"AB-0134+10037",1
"AB-0134+10039",0
"AB-0134+10069",1
"AB-0134+10133",1
"AB-0134+10137",1
"AB-0134+10141",1
"AB-0134+10161",0
"AB-0134+10167",1
"AB-0134+10177",1
"AB-0134+10193",1
"AB-0134+10199",1
"AB-0134+10211",1
"AB-0134+10267",1
"AB-0134+10291",1
"AB-0134+10299",1
"AB-0134+10313",1
"AB-0134+10369",1
"AB-0134+10385",1
"AB-0134+10399",1
"AB-0134+10401",1
"AB-0134+10441",1
"AB-0134+10475",1
"AB-0134+10499",1
"AB-0134+10501",1
"AB-0134+10503",0
"AB-0134+10521",1
"AB-0134+10555",1
"AB-0134+10607",1
"AB-0134+10611",1
"AB-0134+10639",0
"AB-0134+10659",1
"AB-0134+10661",1
"AB-0134+10669",1
"AB-0134+10727",1
"AB-0134+10743",1
"AB-0134+10751",1
"AB-0134+10757",1
"AB-0134+10771",1
"AB-0134+10801",1
"AB-0135+10009",0
"AB-0135+10021",0
"AB-0135+10069",0
"AB-0135+10083",0
"AB-0135+10101",0
"AB-0135+10117",1
"AB-0135+10133",1
"AB-0135+10135",0
"AB-0135+10155",0
"AB-0135+10159",0
"AB-0135+10177",0
"AB-0135+10181",0
"AB-0135+10187",0
"AB-0135+10227",0
"AB-0135+10259",0
"AB-0135+10269",0
"AB-0135+10277",1
"AB-0135+10287",1
"AB-0135+10305",1
"AB-0135+10313",0
"AB-0135+10321",0
"AB-0135+10403",1
"AB-0135+10429",1
"AB-0135+10439",1
"AB-0135+10447",1
"AB-0135+10457",1
"AB-0135+10477",1
"AB-0135+10515",1
"AB-0135+10519",0
"AB-0135+10539",1
"AB-0135+10541",1
"AB-0135+10577",0
"AB-0135+10593",1
"AB-0135+10617",1
"AB-0135+10621",1
"AB-0135+10627",0
"AB-0135+10651",1
"AB-0135+10679",1
"AB-0135+10697",1
"AB-0135+10699",1
"AB-0135+10715",1
"AB-0135+10719",1
"AB-0135+10737",1
"AB-0135+10779",1
"AB-0135+10783",1
"AB-0135+10785",1
"AB-0136+10023",1
"AB-0136+10037",1
"AB-0137+10039",1
"AB-0137+10043",1
"AB-0137+10055",1
"AB-0137+10059",0
"AB-0137+10119",1
"AB-0137+10127",1
"AB-0137+10131",1
"AB-0137+10145",1
"AB-0137+10149",1
"AB-0137+10155",1
"AB-0137+10167",1
"AB-0137+10169",0
"AB-0137+10183",1
"AB-0137+10201",1
"AB-0137+10229",1
"AB-0137+10239",1
"AB-0137+10243",1
"AB-0137+10247",1
"AB-0137+10253",1
"AB-0137+10255",1
"AB-0137+10265",1
"AB-0137+10269",1
"AB-0137+10279",1
"AB-0137+10283",1
"AB-0137+10285",1
"AB-0137+10293",1
"AB-0137+10317",1
"AB-0137+10343",1
"AB-0137+10347",1
"AB-0137+10369",1
"AB-0137+10377",1
"AB-0137+10395",1
"AB-0137+10405",1
"AB-0137+10423",0
"AB-0137+10427",1
"AB-0137+10437",1
"AB-0137+10469",1
"AB-0137+10491",1
"AB-0137+10535",1
"AB-0137+10537",1
"AB-0137+10539",1
"AB-0137+10543",1
"AB-0137+10545",1
"AB-0137+10547",1
"AB-0137+10557",1
"AB-0137+10571",1
"AB-0137+10587",1
"AB-0137+10589",1
"AB-0137+10597",1
"AB-0137+10599",1
"AB-0137+10601",1
"AB-0137+10653",1
"AB-0137+10663",0
"AB-0137+10685",0
"AB-0137+10697",1
"AB-0137+10735",1
"AB-0137+10755",0
"AB-0137+10785",1
"AB-0137+10787",1
"AB-0137+10789",1
"AB-0137+10793",0
"AB-0137+10797",1
"AB-0138+10025",1
"AB-0139+10003",0
"AB-0139+10007",1
"AB-0139+10025",1
"AB-0139+10057",1
"AB-0139+10101",0
"AB-0139+10117",1
"AB-0139+10127",0
"AB-0139+10129",0
"AB-0139+10135",1
"AB-0139+10143",1
"AB-0139+10153",0
"AB-0139+10161",1
"AB-0139+10201",1
"AB-0139+10207",1
"AB-0139+10211",1
"AB-0139+10317",1
"AB-0139+10319",1
"AB-0139+10327",1
"AB-0139+10353",1
"AB-0139+10383",1
"AB-0139+10435",0
"AB-0139+10453",1
"AB-0139+10461",1
"AB-0139+10465",1
"AB-0139+10477",1
"AB-0139+10509",1
"AB-0139+10533",1
"AB-0139+10551",1
"AB-0139+10593",0
"AB-0139+10623",1
"AB-0139+10661",0
"AB-0139+10703",1
"AB-0139+10721",0
"AB-0139+10725",0
"AB-0139+10743",1
"AB-0139+10751",0
"AB-0140+10047",0
"AB-0140+10093",1
"AB-0140+10097",0
"AB-0140+10133",1
"AB-0140+10135",0
"AB-0140+10141",1
"AB-0140+10151",1
"AB-0140+10177",0
"AB-0140+10219",1
"AB-0140+10221",1
"AB-0140+10249",1
"AB-0140+10253",1
"AB-0140+10277",1
"AB-0140+10311",1
"AB-0140+10327",1
"AB-0140+10333",0
"AB-0140+10365",1
"AB-0140+10391",1
"AB-0140+10425",1
"AB-0140+10427",1
"AB-0140+10435",1
"AB-0140+10451",0
"AB-0140+10453",1
"AB-0140+10457",1
"AB-0140+10471",1
"AB-0140+10489",0
"AB-0140+10595",0
"AB-0140+10603",0
"AB-0140+10621",1
"AB-0140+10629",0
"AB-0140+10641",0
"AB-0140+10657",0
"AB-0140+10669",0
"AB-0140+10677",1
"AB-0140+10787",0
"AB-0141+10009",1
"AB-0141+10011",1
"AB-0141+10021",1
"AB-0141+10039",1
"AB-0141+10073",1
"AB-0141+10077",1
"AB-0141+10081",1
"AB-0141+10117",1
"AB-0141+10119",1
"AB-0141+10127",1
"AB-0141+10129",1
"AB-0141+10139",1
"AB-0141+10183",1
"AB-0141+10241",1
"AB-0141+10261",1
"AB-0141+10275",1
"AB-0141+10413",1
"AB-0141+10461",1
"AB-0141+10463",1
"AB-0141+10467",1
"AB-0141+10469",1
"AB-0141+10487",1
"AB-0141+10585",0
"AB-0141+10665",0
"AB-0141+10723",1
"AB-0141+10733",1
"AB-0141+10763",1
"AB-0141+10769",1
"AB-0141+10777",1
"AB-0141+10779",1
"AB-0141+10781",1
"AB-0141+10783",1
"AB-0141+10785",1
"AB-0141+10791",1
"AB-0141+10797",1
"AB-0141+10801",1
"AB-0142+10011",1
"AB-0142+10045",1
"AB-0142+10071",1
"AB-0142+10089",1
"AB-0142+10097",1
"AB-0142+10115",1
"AB-0142+10125",1
"AB-0142+10139",1
"AB-0142+10153",1
"AB-0142+10157",1
"AB-0142+10263",1
"AB-0142+10319",1
"AB-0142+10341",0
"AB-0142+10353",1
"AB-0142+10373",1
"AB-0142+10381",1
"AB-0142+10391",1
"AB-0142+10393",1
"AB-0142+10405",1
"AB-0142+10407",1
"AB-0142+10425",1
"AB-0142+10427",1
"AB-0142+10431",1
"AB-0142+10433",1
"AB-0142+10445",1
"AB-0142+10451",1
"AB-0142+10477",1
"AB-0142+10491",1
"AB-0142+10513",1
"AB-0142+10533",0
"AB-0142+10549",0
"AB-0142+10553",0
"AB-0142+10645",0
"AB-0142+10647",0
"AB-0142+10657",1
"AB-0142+10685",0
"AB-0142+10689",0
"AB-0142+10731",0
"AB-0142+10735",0
"AB-0142+10779",0
"AB-0142+10785",0
"AB-0142+10793",1
"AB-0143+10399",1
"AB-0143+10405",1
"AB-0143+10441",1
"AB-0143+10447",1
"AB-0143+10471",0
"AB-0143+10577",1
"AB-0143+10589",1
"AB-0143+10603",1
"AB-0143+10661",0
"AB-0143+10673",0
"AB-0143+10711",0
"AB-0143+10775",0
"AB-0144+10015",0
"AB-0144+10115",1
"AB-0144+10141",1
"AB-0144+10217",0
"AB-0144+10221",1
"AB-0144+10235",1
"AB-0144+10243",0
"AB-0144+10269",1
"AB-0144+10273",1
"AB-0144+10279",1
"AB-0144+10281",1
"AB-0144+10331",1
"AB-0144+10357",1
"AB-0144+10399",1
"AB-0144+10407",1
"AB-0144+10415",1
"AB-0144+10451",1
"AB-0144+10493",1
"AB-0144+10525",1
"AB-0144+10565",0
"AB-0144+10589",1
"AB-0144+10609",0
"AB-0144+10613",0
"AB-0144+10639",1
"AB-0144+10695",1
"AB-0144+10717",0
"AB-0144+10723",1
"AB-0144+10729",0
"AB-0145+10015",1
"AB-0145+10033",0
"AB-0145+10101",1
"AB-0145+10107",0
"AB-0145+10199",1
"AB-0145+10213",1
"AB-0145+10249",0
"AB-0145+10295",0
"AB-0145+10333",1
"AB-0145+10353",1
"AB-0145+10363",1
"AB-0145+10383",1
"AB-0145+10391",0
"AB-0145+10409",1
"AB-0145+10429",1
"AB-0145+10435",1
"AB-0145+10459",0
"AB-0145+10471",1
"AB-0145+10513",0
"AB-0145+10521",0
"AB-0145+10529",1
"AB-0145+10533",1
"AB-0146+10007",0
"AB-0146+10009",1
"AB-0146+10027",0
"AB-0146+10049",0
"AB-0146+10055",1
"AB-0146+10117",0
"AB-0146+10135",0
"AB-0146+10163",1
"AB-0146+10199",1
"AB-0146+10213",0
"AB-0146+10233",0
"AB-0146+10317",0
"AB-0146+10409",1
"AB-0146+10603",1
"AB-0146+10689",1
"AB-0146+10761",0
"AB-0146+10771",1
"AB-0146+10779",0
"AB-0146+10785",1
"AB-0146+10793",1
"AB-0147+10041",1
"AB-0147+10043",1
"AB-0147+10045",0
"AB-0147+10153",0
"AB-0147+10201",1
"AB-0147+10205",1
"AB-0147+10233",0
"AB-0147+10297",1
"AB-0147+10327",1
"AB-0147+10351",1
"AB-0147+10419",1
"AB-0147+10435",0
"AB-0147+10441",1
"AB-0147+10513",1
"AB-0147+10571",1
"AB-0147+10687",1
"AB-0147+10705",1
"AB-0147+10741",1
"AB-0147+10763",0
"AB-0147+10773",0
"AB-0148+10019",0
"AB-0148+10021",1
"AB-0148+10059",0
"AB-0148+10085",1
"AB-0148+10139",0
"AB-0148+10157",0
"AB-0148+10207",0
"AB-0148+10211",0
"AB-0148+10297",1
"AB-0148+10337",1
"AB-0148+10363",1
"AB-0148+10443",0
"AB-0148+10459",0
"AB-0148+10463",0
"AB-0148+10485",1
"AB-0148+10511",1
"AB-0148+10513",1
"AB-0148+10525",1
"AB-0148+10533",0
"AB-0148+10589",1
"AB-0148+10683",1
"AB-0148+10729",0
"AB-0148+10753",0
"AB-0148+10785",1
"AB-0149+10011",0
"AB-0149+10033",0
"AB-0149+10111",0
"AB-0149+10131",0
"AB-0149+10143",0
"AB-0149+10203",0
"AB-0149+10217",0
"AB-0149+10235",0
"AB-0149+10243",0
"AB-0149+10257",1
"AB-0149+10259",1
"AB-0149+10261",1
"AB-0149+10287",1
"AB-0149+10321",1
"AB-0149+10383",1
"AB-0149+10387",0
"AB-0149+10473",1
"AB-0149+10589",0
"AB-0149+10617",0
"AB-0149+10691",1
"AB-0149+10711",1
"AB-0149+10715",0
"AB-0149+10723",1
"AB-0149+10727",1
"AB-0149+10759",1
"AB-0149+10771",0
"AB-0150+10009",1
"AB-0150+10053",1
"AB-0150+10057",1
"AB-0150+10071",1
"AB-0150+10081",0
"AB-0150+10135",1
"AB-0150+10167",0
"AB-0150+10183",0
"AB-0150+10201",0
"AB-0150+10203",0
"AB-0150+10221",0
"AB-0150+10225",0
"AB-0150+10229",1
"AB-0150+10251",1
"AB-0150+10279",0
"AB-0150+10281",1
"AB-0150+10297",0
"AB-0150+10319",0
"AB-0150+10361",0
"AB-0150+10435",0
"AB-0150+10453",1
"AB-0150+10471",0
"AB-0150+10475",1
"AB-0150+10515",1
"AB-0150+10527",1
"AB-0150+10553",0
"AB-0150+10647",0
"AB-0150+10707",1
"AB-0150+10719",0
"AB-0150+10733",1
"AB-0150+10735",1
"AB-0150+10737",0
"AB-0150+10759",1
"AB-0150+10761",0
"AB-0151+10061",0
"AB-0151+10067",1
"AB-0151+10077",1
"AB-0151+10111",0
"AB-0151+10127",0
"AB-0151+10129",0
"AB-0151+10269",1
"AB-0151+10271",0
"AB-0151+10281",0
"AB-0151+10285",1
"AB-0151+10291",1
"AB-0151+10319",0
"AB-0151+10331",0
"AB-0151+10369",0
"AB-0151+10375",1
"AB-0151+10423",0
"AB-0151+10453",0
"AB-0151+10519",0
"AB-0151+10559",0
"AB-0151+10591",1
"AB-0151+10679",1
"AB-0151+10771",1
"AB-0151+10785",0
"AB-0151+10787",0
"AB-0152+10013",1
"AB-0152+10095",1
"AB-0152+10201",1
"AB-0152+10249",0
"AB-0152+10327",0
"AB-0152+10351",1
"AB-0152+10371",0
"AB-0152+10445",0
"AB-0152+10523",0
"AB-0152+10549",0
"AB-0152+10611",0
"AB-0152+10621",0
"AB-0152+10627",1
"AB-0152+10635",0
"AB-0152+10669",0
"AB-0152+10749",0
"AB-0152+10791",0
"AB-0153+10083",0
"AB-0153+10145",1
"AB-0153+10175",1
"AB-0153+10263",1
"AB-0153+10267",0
"AB-0153+10297",0
"AB-0153+10303",1
"AB-0153+10307",1
"AB-0154+10079",0
"AB-0154+10125",1
"AB-0154+10129",1
"AB-0154+10199",0
"AB-0154+10203",1
"AB-0154+10221",1
"AB-0154+10229",0
"AB-0154+10257",0
"AB-0154+10271",1
"AB-0154+10313",1
"AB-0154+10431",1
"AB-0154+10451",0
"AB-0154+10453",0
"AB-0154+10503",1
"AB-0154+10511",1
"AB-0154+10513",0
"AB-0154+10549",1
"AB-0154+10561",1
"AB-0154+10563",1
"AB-0154+10615",1
"AB-0154+10657",0
"AB-0154+10701",1
"AB-0154+10705",1
"AB-0154+10707",1
"AB-0154+10711",1
"AB-0154+10717",1
"AB-0154+10733",1
"AB-0154+10749",1
"AB-0154+10751",0
"AB-0154+10755",0
"AB-0154+10759",0
"AB-0154+10781",1
"AB-0154+10791",1
"AB-0155+10011",1
"AB-0155+10067",1
"AB-0155+10075",1
"AB-0155+10119",0
"AB-0155+10173",0
"AB-0155+10193",1
"AB-0155+10199",1
"AB-0155+10205",0
"AB-0155+10213",1
"AB-0155+10229",1
"AB-0155+10237",1
"AB-0155+10369",1
"AB-0155+10379",1
"AB-0155+10401",1
"AB-0155+10415",1
"AB-0155+10493",0
"AB-0155+10495",0
"AB-0155+10497",0
"AB-0155+10521",0
"AB-0155+10525",0
"AB-0155+10561",1
"AB-0155+10613",1
"AB-0155+10615",1
"AB-0155+10649",1
"AB-0155+10715",1
"AB-0155+10723",0
"AB-0155+10743",1
"AB-0155+10745",1
"AB-0156+10093",0
"AB-0156+10113",0
"AB-0156+10131",1
"AB-0156+10135",0
"AB-0156+10141",1
"AB-0156+10149",1
"AB-0156+10155",1
"AB-0156+10229",1
"AB-0156+10255",0
"AB-0156+10269",0
"AB-0156+10275",1
"AB-0156+10281",1
"AB-0156+10295",1
"AB-0156+10323",1
"AB-0156+10329",0
"AB-0156+10331",1
"AB-0156+10339",0
"AB-0156+10347",1
"AB-0156+10351",1
"AB-0156+10521",1
"AB-0156+10533",1
"AB-0156+10601",1
"AB-0156+10605",0
"AB-0156+10635",1
"AB-0156+10651",1
"AB-0156+10721",0
"AB-0156+10747",1
"AB-0156+10769",1
"AB-0156+10771",0
"AB-0156+10781",1
"AB-0157+10051",1
"AB-0157+10061",1
"AB-0157+10069",0
"AB-0157+10071",0
"AB-0157+10087",0
"AB-0157+10093",0
"AB-0157+10107",1
"AB-0157+10115",1
"AB-0157+10163",1
"AB-0157+10167",1
"AB-0157+10193",1
"AB-0157+10201",0
"AB-0157+10211",1
"AB-0157+10243",1
"AB-0157+10277",1
"AB-0157+10323",1
"AB-0157+10341",1
"AB-0157+10419",1
"AB-0157+10425",1
"AB-0157+10431",1
"AB-0157+10469",1
"AB-0157+10481",1
"AB-0157+10491",1
"AB-0157+10521",1
"AB-0157+10653",0
"AB-0157+10687",0
"AB-0157+10729",0
"AB-0157+10739",0
"AB-0157+10741",1
"AB-0157+10757",1
"AB-0158+10015",1
"AB-0158+10027",0
"AB-0158+10047",1
"AB-0158+10093",1
"AB-0158+10109",1
"AB-0158+10175",1
"AB-0158+10193",0
"AB-0158+10199",1
"AB-0158+10235",1
"AB-0158+10249",1
"AB-0158+10287",1
"AB-0158+10295",0
"AB-0158+10335",1
"AB-0158+10393",0
"AB-0158+10409",0
"AB-0158+10419",1
"AB-0158+10429",0
"AB-0158+10433",0
"AB-0158+10441",1
"AB-0158+10455",1
"AB-0158+10505",1
"AB-0158+10517",1
"AB-0158+10555",0
"AB-0158+10561",1
"AB-0158+10599",0
"AB-0158+10661",1
"AB-0158+10717",1
"AB-0159+10019",0
"AB-0159+10029",1
"AB-0159+10091",0
"AB-0159+10093",1
"AB-0159+10181",1
"AB-0159+10219",0
"AB-0159+10269",1
"AB-0159+10309",1
"AB-0159+10319",1
"AB-0159+10361",0
"AB-0159+10365",1
"AB-0159+10375",1
"AB-0159+10395",1
"AB-0159+10435",1
"AB-0159+10455",0
"AB-0159+10583",1
"AB-0159+10603",1
"AB-0159+10627",1
"AB-0160+10065",1
"AB-0160+10067",1
"AB-0160+10141",1
"AB-0160+10161",1
"AB-0160+10169",1
"AB-0160+10547",0
"AB-0160+10563",1
"AB-0160+10581",1
"AB-0160+10585",0
"AB-0160+10587",1
"AB-0160+10597",1
"AB-0160+10655",1
"AB-0160+10701",1
"AB-0160+10741",1
"AB-0160+10779",1
"AB-0161+10025",1
"AB-0161+10087",1
"AB-0161+10131",1
"AB-0161+10133",1
"AB-0161+10183",1
"AB-0161+10205",1
"AB-0161+10213",1
"AB-0161+10219",0
"AB-0161+10233",1
"AB-0161+10241",0
"AB-0161+10263",1
"AB-0161+10267",1
"AB-0161+10281",1
"AB-0161+10315",0
"AB-0161+10385",1
"AB-0162+10011",0
"AB-0162+10131",1
"AB-0162+10299",0
"AB-0162+10371",0
"AB-0162+10373",1
"AB-0162+10453",0
"AB-0162+10461",0
"AB-0162+10469",0
"AB-0162+10483",0
"AB-0162+10557",0
"AB-0162+10581",1
"AB-0162+10609",1
"AB-0162+10649",1
"AB-0162+10661",1
"AB-0162+10711",1
"AB-0162+10767",1
"AB-0162+10773",1
"AB-0163+10003",0
"AB-0163+10033",1
"AB-0163+10041",0
"AB-0163+10069",1
"AB-0163+10131",1
"AB-0163+10135",0
"AB-0163+10195",0
"AB-0163+10199",1
"AB-0163+10219",0
"AB-0163+10221",1
"AB-0163+10229",0
"AB-0163+10253",1
"AB-0163+10261",0
"AB-0163+10301",0
"AB-0163+10319",1
"AB-0163+10327",0
"AB-0163+10369",1
"AB-0163+10405",1
"AB-0163+10429",0
"AB-0163+10435",1
"AB-0163+10473",1
"AB-0163+10503",1
"AB-0163+10519",1
"AB-0163+10527",0
"AB-0163+10537",1
"AB-0163+10559",1
"AB-0163+10577",1
"AB-0163+10585",0
"AB-0163+10587",1
"AB-0163+10589",1
"AB-0163+10595",1
"AB-0163+10607",1
"AB-0163+10613",0
"AB-0163+10681",0
"AB-0163+10745",1
"AB-0163+10751",1
"AB-0163+10761",1
"AB-0163+10769",0
"AB-0163+10777",0
"AB-0164+10195",1
"AB-0164+10281",0
"AB-0164+10387",0
"AB-0164+10425",0
"AB-0164+10443",0
"AB-0164+10467",1
"AB-0164+10525",0
"AB-0164+10565",0
"AB-0164+10603",1
"AB-0164+10621",1
"AB-0164+10683",1
"AB-0164+10685",0
"AB-0164+10753",1
"AB-0164+10781",0
"AB-0165+10009",1
"AB-0165+10027",0
"AB-0165+10033",1
"AB-0165+10037",1
"AB-0165+10055",1
"AB-0165+10069",1
"AB-0165+10105",1
"AB-0165+10165",1
"AB-0165+10177",1
"AB-0165+10195",1
"AB-0165+10225",0
"AB-0165+10335",1
"AB-0165+10387",1
"AB-0165+10613",0
"AB-0165+10645",0
"AB-0165+10671",1
"AB-0165+10673",1
"AB-0165+10675",1
"AB-0165+10703",1
"AB-0165+10713",1
"AB-0165+10727",1
"AB-0165+10739",0
"AB-0165+10779",1
"AB-0166+10037",0
"AB-0166+10129",0
"AB-0166+10139",1
"AB-0166+10149",0
"AB-0166+10261",1
"AB-0166+10265",1
"AB-0166+10281",1
"AB-0166+10335",1
"AB-0166+10353",0
"AB-0166+10355",0
"AB-0166+10487",1
"AB-0166+10621",1
"AB-0166+10639",0
"AB-0166+10693",0
"AB-0166+10705",1
"AB-0166+10757",0
"AB-0166+10765",0
"AB-0166+10779",1
"AB-0166+10785",0
"AB-0167+10075",1
"AB-0167+10081",1
"AB-0167+10107",0
"AB-0167+10109",0
"AB-0167+10131",1
"AB-0167+10167",1
"AB-0167+10169",1
"AB-0167+10193",0
"AB-0167+10195",1
"AB-0167+10259",0
"AB-0167+10295",0
"AB-0167+10357",0
"AB-0167+10389",1
"AB-0167+10391",1
"AB-0167+10397",1
"AB-0167+10399",0
"AB-0167+10401",0
"AB-0167+10451",0
"AB-0167+10461",1
"AB-0167+10481",1
"AB-0167+10493",1
"AB-0167+10495",1
"AB-0167+10529",1
"AB-0167+10559",1
"AB-0167+10565",0
"AB-0167+10615",1
"AB-0167+10639",1
"AB-0167+10655",1
"AB-0167+10673",1
"AB-0167+10691",1
"AB-0167+10693",1
"AB-0167+10709",1
"AB-0167+10717",1
"AB-0167+10719",1
"AB-0167+10739",1
"AB-0167+10759",0
"AB-0167+10769",1
"AB-0167+10779",1
"AB-0168+10003",1
"AB-0168+10015",1
"AB-0168+10021",0
"AB-0168+10051",1
"AB-0168+10071",1
"AB-0168+10077",1
"AB-0168+10095",1
"AB-0168+10099",1
"AB-0168+10101",1
"AB-0168+10133",0
"AB-0168+10147",1
"AB-0168+10167",0
"AB-0168+10177",1
"AB-0168+10179",1
"AB-0168+10199",1
"AB-0168+10207",1
"AB-0168+10221",1
"AB-0168+10223",1
"AB-0168+10225",1
"AB-0168+10239",1
"AB-0168+10247",1
"AB-0168+10257",1
"AB-0168+10299",1
"AB-0168+10301",0
"AB-0168+10307",1
"AB-0168+10311",1
"AB-0168+10383",1
"AB-0168+10385",0
"AB-0168+10391",1
"AB-0168+10455",1
"AB-0168+10457",1
"AB-0168+10477",1
"AB-0168+10495",1
"AB-0168+10523",1
"AB-0168+10543",0
"AB-0168+10579",1
"AB-0168+10583",1
"AB-0168+10591",0
"AB-0168+10631",0
"AB-0168+10635",1
"AB-0168+10649",1
"AB-0168+10665",1
"AB-0168+10689",0
"AB-0168+10709",1
"AB-0168+10761",0
"AB-0168+10775",1
"AB-0169+10035",1
"AB-0169+10065",1
"AB-0169+10067",1
"AB-0169+10097",0
"AB-0169+10159",1
"AB-0169+10163",1
"AB-0169+10169",1
"AB-0169+10171",1
"AB-0169+10225",1
"AB-0169+10235",1
"AB-0169+10255",1
